Rk,Name,Age,PA,Tm,BtRuns,BtWins,Plays,WPA,WPA+,WPA-,aLI,WPA/LI,Clutch,cWPA,cWPA+,cWPA-,acLI,cClutch,RE24,REW,boLI,RE24/boLI,PHlev,AB,Name-additional
380,Nicky Lopez*,28,72,ATL,-0.9,-0.1,77,0.3,1.1,-0.8,0.73,-0.1,0.5,0.00%,0.10%,0.00%,0.05,0.90%,3.9,0.4,0.93,0.8,,0,lopezni01
381,Brandon Lowe*,28,436,TBR,7.2,0.7,446,0.9,9.4,-8.5,1.06,0.9,0,0.30%,6.30%,-6.00%,1.22,-0.30%,11,1.1,0.98,11.6,1.54,5,lowebr01
382,Josh Lowe*,25,501,TBR,18,1.8,541,2.7,11.2,-8.4,0.98,1.8,1,1.20%,6.80%,-5.70%,1.05,0.10%,22.6,2.2,0.97,21,2.44,12,lowejo01
383,Nathaniel Lowe*,27,724,TEX,12,1.2,733,0.3,12,-11.6,0.92,0.6,-0.3,0.60%,11.20%,-10.60%,1.41,0.10%,3.6,0.4,0.95,7.5,,0,lowena01
384,Marco Luciano,21,45,SFG,-0.8,-0.1,47,0.1,0.9,-0.8,1.09,-0.1,0.2,-0.10%,0.20%,-0.30%,0.58,-0.10%,-1.5,-0.2,0.89,-1.3,,0,luciama01
385,Nathan Lukes*,28,31,TOR,-1.1,-0.1,32,0.3,0.7,-0.4,0.95,-0.1,0.4,0.20%,0.40%,-0.30%,1,0.20%,-0.5,-0.1,0.99,-1.2,0.69,3,lukesna01
386,Jordan Luplow,29,90,TOT,-1.9,-0.2,97,-0.5,1.2,-1.8,0.95,-0.2,-0.3,-0.10%,0.50%,-0.60%,0.58,-0.20%,-7,-0.7,0.98,-3,1.49,11,luplojo01
387,Jordan Luplow,29,17,TOR,-0.6,-0.1,17,-0.1,0.2,-0.3,0.95,-0.1,0,-0.10%,0.10%,-0.20%,1.11,0.00%,-0.4,0,1.04,-0.9,2.69,1,luplojo01
388,Jordan Luplow,29,73,MIN,-1.3,-0.1,80,-0.4,1,-1.5,0.94,-0.2,-0.3,0.00%,0.40%,-0.40%,0.46,-0.10%,-6.7,-0.7,0.96,-2.2,1.37,10,luplojo01
389,Manny Machado,30,601,SDP,11.1,1.1,609,-0.5,10.1,-10.7,0.97,0.4,-0.9,-0.60%,3.20%,-3.80%,0.56,-1.50%,-0.2,0,0.95,2.8,,0,machama01
390,Nick Madrigal,26,294,CHC,-8.4,-0.8,310,-0.9,4.2,-5.1,0.94,-1,0.1,-0.60%,2.50%,-3.10%,0.96,-0.10%,-9.5,-0.9,0.93,-13.9,1.88,14,madrini01
391,Bligh Madris*,27,30,HOU,-2.4,-0.2,31,-0.3,0.3,-0.6,1.03,-0.3,0,-0.20%,0.30%,-0.50%,1.39,0.00%,-5,-0.5,1.06,-3.7,2.09,3,madribl01
392,Drew Maggi,34,6,PIT,0.2,0,6,0,0,0,0.3,-0.1,-0.1,0.00%,0.00%,0.00%,0.38,0.00%,0.7,0.1,0.9,0.1,0,2,maggidr01
393,Luke Maile,32,199,CIN,-3.5,-0.3,203,-0.6,3.2,-3.9,0.98,-0.4,-0.2,-0.60%,2.00%,-2.60%,1.06,-0.30%,-9,-0.9,0.94,-6.6,1.8,2,mailelu01
394,Martín Maldonado,36,407,HOU,-18.1,-1.8,410,-2.8,4.7,-7.5,0.92,-1.7,-1.4,-2.70%,4.50%,-7.10%,1.46,-0.80%,-31.5,-3.1,0.96,-23,,0,maldoma01
395,Trey Mancini,31,263,CHC,-9.4,-0.9,266,-0.9,3.8,-4.7,0.93,-0.8,-0.2,-0.40%,2.00%,-2.30%,0.79,0.10%,-9.7,-0.9,0.95,-10,1.49,13,mancitr01
396,Tucupita Marcano*,23,220,PIT,-8.2,-0.8,231,-0.5,3,-3.4,0.9,-0.6,0.1,0.00%,1.80%,-1.80%,0.81,0.30%,-1.3,-0.1,0.9,-6.8,1.31,12,marcatu01
397,Manuel Margot,28,336,TBR,-3.6,-0.4,353,0.1,5.6,-5.5,0.92,-0.6,0.6,0.10%,3.50%,-3.40%,0.96,0.50%,-7.1,-0.7,0.97,-8,1.54,13,margoma01
398,Jake Marisnick,32,83,TOT,-1.8,-0.2,88,-0.7,0.9,-1.5,0.87,-0.3,-0.5,-0.30%,0.30%,-0.60%,0.55,-0.30%,-4,-0.4,0.97,-4.2,0.6,3,marisja01
399,Jake Marisnick,32,77,TOT,-2.3,-0.2,81,-0.6,0.8,-1.4,0.87,-0.3,-0.4,-0.20%,0.30%,-0.50%,0.49,-0.30%,-3.8,-0.4,0.98,-4,,0,marisja01
400,Jake Marisnick,32,2,CHW,-0.6,-0.1,2,-0.1,0,-0.1,1.87,0,0,0.00%,0.00%,0.00%,0.68,0.00%,-0.6,-0.1,1.6,0,,0,marisja01
401,Jake Marisnick,32,75,DET,-1.7,-0.2,79,-0.5,0.8,-1.4,0.84,-0.3,-0.4,-0.20%,0.30%,-0.50%,0.48,-0.30%,-3.3,-0.3,0.97,-4,,0,marisja01
402,Jake Marisnick,32,6,LAD,0.4,0,7,-0.1,0,-0.1,0.91,0,0,-0.10%,0.00%,-0.10%,1.27,0.00%,-0.1,0,0.82,-0.2,0.6,3,marisja01
403,Cade Marlowe*,26,100,SEA,1.2,0.1,107,0.6,2.4,-1.9,1.14,0,0.5,0.10%,1.50%,-1.40%,1.33,0.10%,0.7,0.1,0.97,2.6,2.17,4,marloca01
404,Brandon Marsh*,25,472,PHI,17.1,1.6,489,1.7,9.6,-7.9,1.04,1.4,0.2,1.00%,4.90%,-3.90%,0.87,0.40%,19.9,1.9,0.95,14.6,2.22,7,marshbr02
405,Ketel Marte#,29,650,ARI,22.8,2.2,669,2.3,13.9,-11.6,1.02,2.5,-0.2,2.10%,10.70%,-8.60%,1.28,0.20%,19.9,1.9,0.95,26,2.06,3,marteke01
406,Noelvi Marte,21,123,CIN,3.1,0.3,134,0.9,2.9,-2,1.05,0.5,0.3,0.70%,2.30%,-1.60%,1.37,0.20%,6.6,0.6,0.97,5.3,1.68,1,marteno01
407,Starling Marte,34,341,NYM,-12.4,-1.2,370,-2,5.7,-7.7,1.17,-1.5,-0.2,-0.70%,3.00%,-3.70%,0.99,0.30%,-14.3,-1.4,0.97,-16.3,0.3,1,martest01
408,J.D. Martinez,35,479,LAD,19.9,1.9,484,1.6,10,-8.4,1.01,2.3,-0.7,0.50%,5.80%,-5.30%,1.05,-1.00%,21.4,2,0.98,24.8,3.73,0,martijd02
409,J.P. Martínez*,27,44,TEX,-2.5,-0.2,44,-0.2,0.6,-0.8,1.06,-0.1,-0.1,-0.30%,0.50%,-0.80%,1.61,-0.20%,-3.4,-0.3,1.03,-2.2,1.25,4,martijp01
410,Nick Martini*,33,79,CIN,3.4,0.3,79,0.7,2.2,-1.5,0.95,0.4,0.4,0.50%,1.60%,-1.10%,1.19,0.20%,3.3,0.3,0.9,2.5,1.11,11,martini02
411,Michael Massey*,25,461,KCR,-13.9,-1.4,474,-0.6,7.9,-8.5,1.02,-1.1,0.5,-0.40%,0.40%,-0.80%,0.14,-2.70%,-11,-1.1,0.92,-13.3,1.16,10,massemi02
412,Miles Mastrobuoni*,27,149,CHC,-6.6,-0.6,166,-0.6,1.8,-2.4,0.86,-0.3,-0.4,-0.40%,1.00%,-1.40%,0.86,-0.30%,-3.8,-0.4,0.9,-4.6,0.99,8,mastrmi01
413,Jorge Mateo,28,350,BAL,-13.2,-1.3,397,-0.2,5.8,-5.9,0.94,-0.8,0.6,-0.20%,3.50%,-3.70%,0.97,0.20%,-10.2,-1,0.97,-11,0.94,2,mateojo01
414,Mark Mathias,28,72,TOT,-2.6,-0.3,75,-0.3,0.9,-1.3,0.92,-0.2,-0.1,-0.20%,0.70%,-0.90%,1.09,0.00%,-3,-0.3,0.96,-3.2,1.43,5,mathima01
415,Mark Mathias,28,62,PIT,-1.4,-0.1,64,0,0.9,-0.9,0.88,-0.1,0.1,0.00%,0.60%,-0.60%,1.02,0.10%,-1.1,-0.1,0.95,-1.7,1.12,3,mathima01
416,Mark Mathias,28,10,SFG,-1.2,-0.1,11,-0.3,0.1,-0.4,1.14,-0.1,-0.1,-0.20%,0.10%,-0.30%,1.5,-0.10%,-1.8,-0.2,1.01,-1.5,1.89,2,mathima01
417,Nick Maton*,26,293,DET,-12.3,-1.2,297,-0.6,5,-5.7,1.06,-1.5,0.9,-0.40%,1.90%,-2.30%,0.7,0.30%,-6.1,-0.6,0.95,-14.8,1.06,18,matonni01
418,Luis Matos,21,253,SFG,-4.7,-0.5,261,-0.5,3.9,-4.5,0.99,-0.7,0.1,-0.30%,3.00%,-3.30%,1.24,0.10%,-7.7,-0.8,0.89,-7.7,0.96,7,matoslu02
419,Ronny Mauricio#,22,108,NYM,-3.4,-0.3,117,-0.1,2.1,-2.2,1.15,-0.1,0,0.00%,0.00%,0.00%,0.01,-0.40%,1.2,0.1,0.96,-1.5,,0,mauriro01
420,James McCann,33,226,BAL,-5.6,-0.6,233,-0.5,3.2,-3.7,0.89,-0.5,0,-0.10%,2.10%,-2.20%,0.9,0.10%,-3.4,-0.3,0.93,-6.3,0.69,3,mccanja02
421,Jake McCarthy*,25,312,ARI,-8.9,-0.9,354,0,5,-5,0.91,-0.7,0.8,0.10%,3.80%,-3.70%,1.16,0.50%,-11.3,-1.1,0.91,-9.1,1.65,8,mccarja02
422,Chas McCormick,28,457,HOU,16.7,1.6,491,3.3,10.5,-7.2,1,1.7,1.6,2.30%,10.60%,-8.40%,1.83,0.20%,25.9,2.5,0.96,19.7,0.01,2,mccorch01
423,Mason McCoy,28,1,TOR,-0.3,0,1,0,0,0,0,0,,0.00%,0.00%,0.00%,0,,-0.2,0,0.86,-0.3,0,1,mccoyma01
424,Andrew McCutchen,36,473,PIT,11.1,1.1,487,1.2,8.5,-7.3,0.97,0.7,0.5,0.50%,3.50%,-3.00%,0.69,0.10%,5.4,0.5,0.91,7.1,1.9,7,mccutan01
425,Reese McGuire*,28,206,BOS,-5.3,-0.5,208,-0.7,3.2,-3.9,1.1,-0.4,-0.3,-0.20%,1.30%,-1.50%,0.68,-0.10%,-4,-0.4,0.95,-4.4,2.1,16,mcguire01
426,Ryan McKenna,26,139,BAL,-1.1,-0.1,150,0,2.3,-2.3,0.88,-0.2,0.2,0.00%,1.40%,-1.50%,0.95,0.10%,2.6,0.3,0.99,-0.3,1.03,11,mckenry01
427,Billy McKinney*,28,147,NYY,-0.5,-0.1,150,0.1,2.4,-2.3,0.96,0,0.1,0.10%,1.10%,-1.10%,0.76,0.10%,-3.5,-0.3,0.89,-0.5,1.28,4,mckinbi01
428,Zach McKinstry*,28,518,DET,-13.6,-1.3,550,-1.8,7.2,-9,0.96,-1.7,-0.1,-0.30%,2.20%,-2.40%,0.46,0.50%,-18.6,-1.8,0.92,-18.1,1.61,25,mckinza01
429,Matt McLain,23,403,CIN,14.5,1.4,430,1,8.2,-7.2,1,1.8,-0.8,0.60%,5.50%,-4.90%,1.13,-0.60%,21.7,2,0.91,18.8,,0,mclaima01
430,Ryan McMahon*,28,627,COL,-6.5,-0.6,642,-0.9,10.8,-11.7,1.01,-0.3,-0.6,0.30%,2.00%,-1.70%,0.26,1.20%,-12.8,-1.2,0.91,-8.2,5.49,1,mcmahry01
431,Jeff McNeil*,31,648,NYM,-2.6,-0.3,666,0.1,10.9,-10.8,0.96,-0.6,0.7,-0.10%,3.60%,-3.70%,0.54,0.20%,-0.1,0,0.91,-7.8,1.56,5,mcneije01
432,Curtis Mead,22,92,TBR,-1.2,-0.1,93,-0.1,1.3,-1.4,0.95,-0.3,0.2,0.00%,0.80%,-0.80%,0.89,0.10%,-3.8,-0.4,0.97,-3.4,,1,meadcu01
433,Austin Meadows*,28,21,DET,-1.7,-0.2,21,-0.2,0.1,-0.3,0.88,-0.1,-0.1,-0.10%,0.10%,-0.20%,0.76,-0.10%,-1.4,-0.1,0.93,-1.2,1.1,1,meadoau01
434,Parker Meadows*,23,145,DET,-1.2,-0.1,157,-0.2,2.5,-2.6,1.04,0.1,-0.2,0.00%,0.10%,-0.10%,0.07,0.70%,-1.1,-0.1,0.96,0.3,,0,meadopa01
435,Wade Meckler*,23,64,SFG,-2.5,-0.3,66,-0.1,0.7,-0.8,0.79,-0.2,0.1,-0.10%,0.50%,-0.60%,0.97,0.00%,-3.2,-0.3,0.9,-2.5,0.82,2,mecklwa01
436,Francisco Mejia#,27,160,TBR,-4.1,-0.4,164,-0.4,2.1,-2.5,0.82,-0.5,-0.1,-0.30%,1.30%,-1.60%,0.86,0.00%,-2.4,-0.2,0.92,-4.7,1,1,mejiafr01
437,MJ Melendez*,24,602,KCR,-3.1,-0.3,621,0.5,10.7,-10.3,1,0,0.5,-0.10%,0.80%,-1.00%,0.13,-0.60%,1.2,0.1,0.89,-2,1.81,5,melenmj01
438,Danny Mendick,29,69,NYM,-5.5,-0.5,72,-0.7,0.6,-1.4,0.88,-0.5,-0.4,-0.10%,0.10%,-0.20%,0.17,-0.20%,-3.9,-0.4,0.9,-5.2,0.91,6,mendida01
439,Joey Meneses,31,657,WSN,-0.8,-0.1,664,1.3,12.2,-10.9,0.95,-0.1,1.5,0.00%,1.80%,-1.80%,0.25,0.10%,9.8,1,0.91,-1.2,3.7,2,menesjo01
440,Óscar Mercado,28,32,STL,-0.4,0,37,0.1,0.6,-0.4,0.77,0.2,0,0.10%,0.20%,-0.20%,0.46,0.00%,4,0.4,1.01,1.2,,1,mercaos01
441,Whit Merrifield,34,592,TOR,-4.4,-0.4,641,-0.4,11,-11.4,1.06,-0.9,0.5,-0.30%,7.00%,-7.30%,1.13,0.20%,-7.7,-0.8,0.98,-11.6,0.6,5,merriwh01
442,Matt Mervis*,25,99,CHC,-7.7,-0.8,101,-0.5,1.4,-1.9,0.94,-0.3,-0.3,-0.30%,0.60%,-1.00%,0.75,-0.30%,-4.1,-0.4,0.93,-4,0.9,1,mervima01
443,Jake Meyers,27,341,HOU,-6.1,-0.6,355,-1,4.6,-5.7,0.88,-0.8,-0.4,-0.90%,3.70%,-4.60%,1.19,-0.30%,-10.2,-1,0.95,-9.1,1,5,meyerja02
444,Drew Millas#,25,33,WSN,1.4,0.1,33,-0.2,0.7,-0.9,1.44,0.1,-0.2,0.00%,0.00%,0.00%,0,,0.5,0,1.14,0.8,0.25,2,milladr01
445,Brad Miller*,33,67,TEX,-0.9,-0.1,68,-0.2,0.6,-0.8,0.64,0,-0.3,-0.20%,0.40%,-0.50%,0.76,-0.20%,-0.2,0,0.9,0.4,0,4,millebr02
446,Owen Miller,26,314,MIL,-6.1,-0.6,336,-0.6,5.4,-6.1,1.04,-0.8,0.2,-0.90%,3.70%,-4.60%,1.27,-0.20%,-7.4,-0.7,0.98,-10.6,1.54,10,milleow01
447,Shelby Miller,32,1,LAD,-0.3,0,1,0,0,0,0,0,,0.00%,0.00%,0.00%,0,,-0.8,-0.1,2.44,-0.3,,0,millesh01
448,José Miranda,25,152,MIN,-9,-0.9,154,-1.1,2.1,-3.2,1.06,-1,0,-0.70%,1.40%,-2.20%,1.19,0.00%,-9.6,-1,0.95,-11.6,0.99,1,miranjo01
449,Calvin Mitchell*,24,5,PIT,-0.8,-0.1,5,-0.1,0,-0.1,1.31,-0.1,0,0.00%,0.00%,-0.10%,1.01,0.00%,-0.6,-0.1,1.21,-0.8,2.89,1,mitchca01
450,Garrett Mitchell*,24,73,MIL,0.4,0,77,0.2,1.2,-1,0.81,0.1,0.1,0.20%,0.70%,-0.60%,0.78,0.10%,-0.1,0,0.92,0.9,2.2,1,mitchga01
451,Andruw Monasterio,26,315,MIL,-4.3,-0.4,328,0.1,6.1,-6,1.08,-0.5,0.5,0.60%,3.90%,-3.40%,1.06,0.70%,-3.8,-0.4,0.94,-5.7,0.95,6,monasan01
452,Yoán Moncada#,28,357,CHW,-2.1,-0.2,362,-0.2,6.1,-6.3,0.95,-0.5,0.3,-0.30%,0.70%,-1.00%,0.22,-0.70%,-4.7,-0.5,0.93,-5,1.88,1,moncayo01
453,Mickey Moniak*,25,323,LAA,4.3,0.4,336,1.6,7.3,-5.7,1.03,-0.3,1.8,0.80%,3.10%,-2.40%,0.72,1.10%,8.9,0.9,0.94,0.6,0.58,5,moniami01
454,Elehuris Montero,24,307,COL,-8.3,-0.8,307,-0.5,4.9,-5.4,0.92,-0.9,0.4,-0.20%,0.40%,-0.60%,0.16,-0.60%,-1.6,-0.2,0.92,-6.8,1.02,5,monteel01
455,Coco Montes,26,41,COL,-3.3,-0.3,41,-0.1,0.7,-0.8,0.9,-0.4,0.2,0.00%,0.00%,-0.10%,0.1,0.10%,-4,-0.4,0.85,-4.2,1.52,1,monteco01
456,Dylan Moore,30,165,SEA,0.9,0.1,175,-0.3,3.1,-3.4,1.16,0,-0.3,-0.80%,2.60%,-3.40%,1.83,-0.40%,-5.8,-0.6,1.02,-0.5,0.76,19,mooredy01
457,Christopher Morel,24,429,CHC,6.9,0.7,438,0.3,7.6,-7.4,0.93,0.6,-0.3,0.20%,4.60%,-4.40%,0.94,-0.10%,6.3,0.6,0.98,10.4,2.48,4,morelch01
458,Gabriel Moreno,23,380,ARI,2.8,0.3,391,0.3,6.9,-6.6,0.99,0.1,0.2,0.30%,5.10%,-4.80%,1.23,0.20%,1.4,0.1,0.95,2,1.1,9,morenga01
459,Taylor Motter,33,82,STL,-8.3,-0.8,82,-0.6,0.7,-1.2,0.76,-0.8,0.1,0.00%,0.10%,-0.20%,0.18,0.20%,-8.9,-0.9,0.92,-9.7,0.82,3,motteta01
460,Ryan Mountcastle,26,470,BAL,10.2,1,478,1.2,8.7,-7.5,0.95,0,1.2,0.70%,5.20%,-4.60%,0.96,0.70%,2.4,0.2,0.95,-0.9,1.22,6,mountry01
461,Mike Moustakas*,34,386,TOT,-9.6,-1,390,-1.6,6.2,-7.8,1.06,-1.2,-0.3,-0.50%,1.90%,-2.40%,0.52,-0.40%,-8.2,-0.8,0.96,-10.6,1.93,18,moustmi01
462,Mike Moustakas*,34,136,COL,1.5,0.2,137,-0.8,1.8,-2.6,1.02,0.1,-0.9,-0.40%,0.50%,-0.90%,0.54,-0.60%,2.5,0.2,0.99,2.6,2.1,14,moustmi01
463,Mike Moustakas*,34,250,LAA,-11.1,-1.1,253,-0.8,4.4,-5.2,1.09,-1.2,0.5,-0.10%,1.40%,-1.50%,0.51,0.20%,-10.7,-1,0.94,-13.2,1.35,4,moustmi01
464,Cedric Mullins*,28,455,BAL,0.8,0.1,480,0.8,9.2,-8.4,1.05,-0.6,1.3,0.60%,5.90%,-5.30%,1.12,0.80%,6.2,0.6,0.97,-3.1,2.29,6,mullice01
465,Max Muncy*,32,579,LAD,11,1.1,583,1.1,11.2,-10.2,1.03,1.1,-0.1,0.70%,6.20%,-5.50%,0.94,0.10%,14.8,1.4,1.01,10.8,1.72,4,muncyma01
466,Sean Murphy,28,438,ATL,14.5,1.4,443,0.1,8.1,-8,0.97,1,-0.9,0.60%,4.20%,-3.60%,0.76,0.10%,16.2,1.5,0.95,18.9,1.59,3,murphse01
467,Tom Murphy,32,159,SEA,8.3,0.8,161,-0.3,2.6,-3,1,0.5,-0.9,-0.30%,1.20%,-1.50%,0.81,-0.70%,-1.7,-0.2,0.9,4.7,0.8,3,murphto04
468,Dane Myers,27,70,MIA,-2.6,-0.3,72,-0.2,1,-1.1,0.93,-0.2,0.1,-0.10%,0.60%,-0.70%,0.98,0.10%,-2.4,-0.2,0.98,-2.4,,1,myersda01
469,Wil Myers,32,141,CIN,-10.1,-1,146,-1.4,1.7,-3.1,1.1,-1.1,-0.2,-0.60%,0.80%,-1.50%,0.87,-0.20%,-14.9,-1.4,0.99,-13.5,,0,myerswi01
